subjectID,age,gender,nationality,block_number,trial_number,trial_type,guess_outcome,delay_time,delay_pos,immediate_amount,stage,respRT,respKey,blur_count,focus_count,total_points,remaining_duration,time_elapsed
2,20,female,Belgian,1,1,guess,loss,15,left,9,guess_start,2235,space,0,0,0,477759,271655
2,20,female,Belgian,1,1,guess,loss,15,left,9,guess_choice,1177,f,0,0,0,476573,272841
2,20,female,Belgian,1,1,guess,loss,15,left,9,guess_outcome,0,undefined,0,0,-15,475010,274404
2,20,female,Belgian,1,1,ITC,loss,15,left,9,ITC_start,1664,space,0,0,-15,473344,276070
2,20,female,Belgian,1,1,ITC,loss,15,left,9,ITC_choice,1089,f,0,0,-15,472250,277164
2,20,female,Belgian,1,1,ITC,loss,15,left,9,ITC_wait,0,undefined,0,0,-15,457243,292171
2,20,female,Belgian,1,1,ITC,loss,15,left,9,ITC_collect,635,k,0,0,-15,456605,292809
2,20,female,Belgian,1,1,ITC,loss,15,left,9,ITC_outcome,0,undefined,0,0,5,455595,293819
2,20,female,Belgian,1,2,guess,neutral,5,left,15,guess_start,1297,space,0,0,5,454296,295118
2,20,female,Belgian,1,2,guess,neutral,5,left,15,guess_choice,1316,j,0,0,5,452974,296440
2,20,female,Belgian,1,2,guess,neutral,5,left,15,guess_outcome,0,undefined,0,0,5,451414,298000
2,20,female,Belgian,1,2,ITC,neutral,5,left,15,ITC_start,1507,space,0,0,5,449906,299508
2,20,female,Belgian,1,2,ITC,neutral,5,left,15,ITC_choice,1263,j,0,0,5,448640,300774
2,20,female,Belgian,1,2,ITC,neutral,5,left,15,ITC_wait,0,undefined,0,0,5,448637,300777
2,20,female,Belgian,1,2,ITC,neutral,5,left,15,ITC_collect,1209,k,0,0,5,447426,301988
2,20,female,Belgian,1,2,ITC,neutral,5,left,15,ITC_outcome,0,undefined,0,0,20,446417,302997
2,20,female,Belgian,1,3,guess,neutral,15,right,10,guess_start,1066,space,0,0,20,445350,304064
2,20,female,Belgian,1,3,guess,neutral,15,right,10,guess_choice,1067,j,0,0,20,444276,305138
2,20,female,Belgian,1,3,guess,neutral,15,right,10,guess_outcome,0,undefined,0,0,20,442714,306700
2,20,female,Belgian,1,3,ITC,neutral,15,right,10,ITC_start,1040,space,0,0,20,441671,307743
2,20,female,Belgian,1,3,ITC,neutral,15,right,10,ITC_choice,1255,j,0,0,20,440414,309000
2,20,female,Belgian,1,3,ITC,neutral,15,right,10,ITC_wait,0,undefined,0,0,20,425406,324008
2,20,female,Belgian,1,3,ITC,neutral,15,right,10,ITC_collect,635,k,0,0,20,424770,324644
2,20,female,Belgian,1,3,ITC,neutral,15,right,10,ITC_outcome,0,undefined,0,0,40,423764,325650
2,20,female,Belgian,1,4,guess,neutral,30,left,2,guess_start,879,space,0,0,40,422883,326531
2,20,female,Belgian,1,4,guess,neutral,30,left,2,guess_choice,709,f,0,0,40,422164,327250
2,20,female,Belgian,1,4,guess,neutral,30,left,2,guess_outcome,0,undefined,0,0,40,420605,328809
2,20,female,Belgian,1,4,ITC,neutral,30,left,2,ITC_start,745,space,0,0,40,419857,329557
2,20,female,Belgian,1,4,ITC,neutral,30,left,2,ITC_choice,2027,j,0,0,40,417829,331585
2,20,female,Belgian,1,4,ITC,neutral,30,left,2,ITC_wait,0,undefined,0,0,40,417826,331588
