subjectID,age,gender,nationality,block_number,trial_number,trial_type,guess_outcome,delay_time,delay_pos,immediate_amount,stage,respRT,respKey,blur_count,focus_count,total_points,remaining_duration,time_elapsed
1,24,female,Belg,1,1,guess,neutral,30,left,7,guess_start,1585,space,0,0,0,478412,181604
1,24,female,Belg,1,1,guess,neutral,30,left,7,guess_choice,1709,f,0,0,0,476695,183321
1,24,female,Belg,1,1,guess,neutral,30,left,7,guess_outcome,0,undefined,0,0,0,475135,184881
1,24,female,Belg,1,1,ITC,neutral,30,left,7,ITC_start,1796,space,0,0,0,473336,186680
1,24,female,Belg,1,1,ITC,neutral,30,left,7,ITC_choice,1323,j,0,0,0,472011,188005
1,24,female,Belg,1,1,ITC,neutral,30,left,7,ITC_wait,0,undefined,0,0,0,472006,188010
1,24,female,Belg,1,1,ITC,neutral,30,left,7,ITC_collect,1314,k,0,0,0,470691,189325
1,24,female,Belg,1,1,ITC,neutral,30,left,7,ITC_outcome,0,undefined,0,0,7,469685,190331
1,24,female,Belg,1,2,guess,neutral,30,right,8,guess_start,1106,space,0,0,7,468575,191441
1,24,female,Belg,1,2,guess,neutral,30,right,8,guess_choice,1799,f,0,0,7,466770,193246
1,24,female,Belg,1,2,guess,neutral,30,right,8,guess_outcome,0,undefined,0,0,7,465213,194803
1,24,female,Belg,1,2,ITC,neutral,30,right,8,ITC_start,1847,space,0,0,7,463364,196652
1,24,female,Belg,1,2,ITC,neutral,30,right,8,ITC_choice,1138,f,0,0,7,462223,197793
1,24,female,Belg,1,2,ITC,neutral,30,right,8,ITC_wait,0,undefined,0,0,7,462220,197796
1,24,female,Belg,1,2,ITC,neutral,30,right,8,ITC_collect,1215,k,0,0,7,461003,199013
1,24,female,Belg,1,2,ITC,neutral,30,right,8,ITC_outcome,0,undefined,0,0,15,459995,200021
1,24,female,Belg,1,3,guess,win,5,left,14,guess_start,2365,space,0,0,15,457628,202388
1,24,female,Belg,1,3,guess,win,5,left,14,guess_choice,3025,j,0,0,15,454599,205417
1,24,female,Belg,1,3,guess,win,5,left,14,guess_outcome,0,undefined,0,0,35,453040,206976
1,24,female,Belg,1,3,ITC,win,5,left,14,ITC_start,623,space,0,0,35,452416,207600
1,24,female,Belg,1,3,ITC,win,5,left,14,ITC_choice,1656,f,0,0,35,450758,209258
1,24,female,Belg,1,3,ITC,win,5,left,14,ITC_wait,0,undefined,0,0,35,445750,214266
1,24,female,Belg,1,3,ITC,win,5,left,14,ITC_collect,1154,k,0,0,35,444593,215423
1,24,female,Belg,1,3,ITC,win,5,left,14,ITC_outcome,0,undefined,0,0,55,443589,216427
1,24,female,Belg,1,4,guess,win,30,right,3,guess_start,943,space,0,0,55,442644,217372
1,24,female,Belg,1,4,guess,win,30,right,3,guess_choice,1928,f,0,0,55,440711,219305
1,24,female,Belg,1,4,guess,win,30,right,3,guess_outcome,0,undefined,0,0,75,439155,220861
1,24,female,Belg,1,4,ITC,win,30,right,3,ITC_start,532,space,0,0,75,438621,221395
1,24,female,Belg,1,4,ITC,win,30,right,3,ITC_choice,1599,j,0,0,75,437019,222997
1,24,female,Belg,1,4,ITC,win,30,right,3,ITC_wait,0,undefined,0,0,75,407013,253003
1,24,female,Belg,1,4,ITC,win,30,right,3,ITC_collect,1012,k,0,0,75,405998,254018
1,24,female,Belg,1,4,ITC,win,30,right,3,ITC_outcome,0,undefined,0,0,95,404992,255024
1,24,female,Belg,1,5,guess,win,5,right,9,guess_start,2436,space,0,0,95,402553,257463
1,24,female,Belg,1,5,guess,win,5,right,9,guess_choice,1594,j,0,0,95,400954,259062
1,24,female,Belg,1,5,guess,win,5,right,9,guess_outcome,0,undefined,0,0,115,399396,260620
1,24,female,Belg,1,5,ITC,win,5,right,9,ITC_start,712,space,0,0,115,398682,261334
1,24,female,Belg,1,5,ITC,win,5,right,9,ITC_choice,1668,j,0,0,115,397012,263004
1,24,female,Belg,1,5,ITC,win,5,right,9,ITC_wait,0,undefined,0,0,115,392006,268010
1,24,female,Belg,1,5,ITC,win,5,right,9,ITC_collect,1189,k,0,0,115,390815,269201
1,24,female,Belg,1,5,ITC,win,5,right,9,ITC_outcome,0,undefined,0,0,135,389810,270206
1,24,female,Belg,1,6,guess,win,15,left,7,guess_start,1006,space,0,0,135,388802,271214
1,24,female,Belg,1,6,guess,win,15,left,7,guess_choice,851,f,0,0,135,387946,272070
1,24,female,Belg,1,6,guess,win,15,left,7,guess_outcome,0,undefined,0,0,155,386386,273630
1,24,female,Belg,1,6,ITC,win,15,left,7,ITC_start,995,space,0,0,155,385390,274626
1,24,female,Belg,1,6,ITC,win,15,left,7,ITC_choice,1290,f,0,0,155,384097,275919
1,24,female,Belg,1,6,ITC,win,15,left,7,ITC_wait,0,undefined,0,0,155,369093,290923
1,24,female,Belg,1,6,ITC,win,15,left,7,ITC_collect,5672,k,0,0,155,363419,296597
1,24,female,Belg,1,6,ITC,win,15,left,7,ITC_outcome,0,undefined,0,0,175,362414,297602
1,24,female,Belg,1,7,guess,neutral,30,right,6,guess_start,1328,space,0,0,175,361083,298933
1,24,female,Belg,1,7,guess,neutral,30,right,6,guess_choice,1219,j,0,0,175,359859,300157
1,24,female,Belg,1,7,guess,neutral,30,right,6,guess_outcome,0,undefined,0,0,175,358301,301715
1,24,female,Belg,1,7,ITC,neutral,30,right,6,ITC_start,767,space,0,0,175,357532,302484
1,24,female,Belg,1,7,ITC,neutral,30,right,6,ITC_choice,1711,j,0,0,175,355819,304197
1,24,female,Belg,1,7,ITC,neutral,30,right,6,ITC_wait,0,undefined,0,0,175,325816,334200
1,24,female,Belg,1,7,ITC,neutral,30,right,6,ITC_collect,6556,k,0,0,175,319258,340758
1,24,female,Belg,1,7,ITC,neutral,30,right,6,ITC_outcome,0,undefined,0,0,195,318254,341762
1,24,female,Belg,1,8,guess,neutral,30,left,2,guess_start,624,space,0,0,195,317627,342389
1,24,female,Belg,1,8,guess,neutral,30,left,2,guess_choice,1102,f,0,0,195,316521,343495
1,24,female,Belg,1,8,guess,neutral,30,left,2,guess_outcome,0,undefined,0,0,195,314967,345049
1,24,female,Belg,1,8,ITC,neutral,30,left,2,ITC_start,870,space,0,0,195,314095,345921
1,24,female,Belg,1,8,ITC,neutral,30,left,2,ITC_choice,1882,j,0,0,195,312211,347805
1,24,female,Belg,1,8,ITC,neutral,30,left,2,ITC_wait,0,undefined,0,0,195,312206,347810
1,24,female,Belg,1,8,ITC,neutral,30,left,2,ITC_collect,1349,k,0,0,195,310856,349160
1,24,female,Belg,1,8,ITC,neutral,30,left,2,ITC_outcome,0,undefined,0,0,197,309852,350164
1,24,female,Belg,1,9,guess,win,30,right,6,guess_start,530,space,0,0,197,309320,350696
1,24,female,Belg,1,9,guess,win,30,right,6,guess_choice,1934,f,0,0,197,307382,352634
1,24,female,Belg,1,9,guess,win,30,right,6,guess_outcome,0,undefined,0,0,217,305823,354193
1,24,female,Belg,1,9,ITC,win,30,right,6,ITC_start,675,space,0,0,217,305146,354870
1,24,female,Belg,1,9,ITC,win,30,right,6,ITC_choice,1196,f,0,0,217,303948,356068
1,24,female,Belg,1,9,ITC,win,30,right,6,ITC_wait,0,undefined,0,0,217,303944,356072
1,24,female,Belg,1,9,ITC,win,30,right,6,ITC_collect,1843,k,0,0,217,302099,357917
1,24,female,Belg,1,9,ITC,win,30,right,6,ITC_outcome,0,undefined,0,0,223,301092,358924
1,24,female,Belg,1,10,guess,loss,5,left,14,guess_start,457,space,0,0,223,300632,359384
1,24,female,Belg,1,10,guess,loss,5,left,14,guess_choice,554,j,0,0,223,300074,359942
1,24,female,Belg,1,10,guess,loss,5,left,14,guess_outcome,0,undefined,0,0,208,298515,361501
1,24,female,Belg,1,10,ITC,loss,5,left,14,ITC_start,1235,space,0,0,208,297278,362738
1,24,female,Belg,1,10,ITC,loss,5,left,14,ITC_choice,1918,f,0,0,208,295359,364657
1,24,female,Belg,1,10,ITC,loss,5,left,14,ITC_wait,0,undefined,0,0,208,290353,369663
1,24,female,Belg,1,10,ITC,loss,5,left,14,ITC_collect,752,k,0,0,208,289598,370418
