subjectID,age,gender,nationality,block_number,trial_number,trial_type,guess_outcome,delay_time,delay_pos,immediate_amount,stage,respRT,respKey,blur_count,focus_count,total_points,remaining_duration,time_elapsed
5,24,male,Greek,1,1,guess,loss,5,left,12,guess_start,2053,space,0,0,0,477946,346782
5,24,male,Greek,1,1,guess,loss,5,left,12,guess_choice,1227,j,0,0,0,476715,348013
5,24,male,Greek,1,1,guess,loss,5,left,12,guess_outcome,0,undefined,0,0,-15,475158,349570
5,24,male,Greek,1,1,ITC,loss,5,left,12,ITC_start,1946,space,0,0,-15,473210,351518
5,24,male,Greek,1,1,ITC,loss,5,left,12,ITC_choice,1191,j,0,0,-15,472017,352711
5,24,male,Greek,1,1,ITC,loss,5,left,12,ITC_wait,0,undefined,0,0,-15,472014,352714
5,24,male,Greek,1,1,ITC,loss,5,left,12,ITC_collect,5532,k,0,0,-15,466480,358248
5,24,male,Greek,1,1,ITC,loss,5,left,12,ITC_outcome,0,undefined,0,0,-3,465471,359257
5,24,male,Greek,1,2,guess,neutral,5,left,9,guess_start,1238,space,0,0,-3,464230,360498
5,24,male,Greek,1,2,guess,neutral,5,left,9,guess_choice,1212,j,0,0,-3,463014,361714
5,24,male,Greek,1,2,guess,neutral,5,left,9,guess_outcome,0,undefined,0,0,-3,461458,363270
5,24,male,Greek,1,2,ITC,neutral,5,left,9,ITC_start,2061,space,0,0,-3,459396,365332
5,24,male,Greek,1,2,ITC,neutral,5,left,9,ITC_choice,2162,f,0,0,-3,457232,367496
5,24,male,Greek,1,2,ITC,neutral,5,left,9,ITC_wait,0,undefined,0,0,-3,452221,372507
5,24,male,Greek,1,2,ITC,neutral,5,left,9,ITC_collect,1098,k,0,0,-3,451121,373607
5,24,male,Greek,1,2,ITC,neutral,5,left,9,ITC_outcome,0,undefined,0,0,17,450107,374621
5,24,male,Greek,1,3,guess,loss,5,right,3,guess_start,1175,space,0,0,17,448931,375797
5,24,male,Greek,1,3,guess,loss,5,right,3,guess_choice,1007,f,0,0,17,447921,376807
5,24,male,Greek,1,3,guess,loss,5,right,3,guess_outcome,0,undefined,0,0,2,446351,378377
5,24,male,Greek,1,3,ITC,loss,5,right,3,ITC_start,1083,space,0,0,2,445267,379461
5,24,male,Greek,1,3,ITC,loss,5,right,3,ITC_choice,2941,j,0,0,2,442325,382403
5,24,male,Greek,1,3,ITC,loss,5,right,3,ITC_wait,0,undefined,0,0,2,437311,387417
5,24,male,Greek,1,3,ITC,loss,5,right,3,ITC_collect,644,k,0,0,2,436665,388063
5,24,male,Greek,1,3,ITC,loss,5,right,3,ITC_outcome,0,undefined,0,0,22,435655,389073
5,24,male,Greek,1,4,guess,win,5,right,13,guess_start,671,space,0,0,22,434983,389745
5,24,male,Greek,1,4,guess,win,5,right,13,guess_choice,1434,j,0,0,22,433545,391183
5,24,male,Greek,1,4,guess,win,5,right,13,guess_outcome,0,undefined,0,0,42,431983,392745
