subjectID,age,gender,nationality,block_number,trial_number,trial_type,guess_outcome,delay_time,delay_pos,immediate_amount,stage,respRT,respKey,blur_count,focus_count,total_points,remaining_duration,time_elapsed
45,27,female,Israeli,1,1,guess,neutral,5,left,15,guess_start,2767,space,0,0,0,477227,251710
45,27,female,Israeli,1,1,guess,neutral,5,left,15,guess_choice,2695,f,0,0,0,474487,254450
45,27,female,Israeli,1,1,guess,neutral,5,left,15,guess_outcome,0,undefined,0,0,0,472900,256037
45,27,female,Israeli,1,1,ITC,neutral,5,left,15,ITC_start,1600,space,0,0,0,471293,257644
45,27,female,Israeli,1,1,ITC,neutral,5,left,15,ITC_choice,2924,f,0,0,0,468362,260575
45,27,female,Israeli,1,1,ITC,neutral,5,left,15,ITC_wait,0,undefined,0,0,0,463354,265583
45,27,female,Israeli,1,1,ITC,neutral,5,left,15,ITC_collect,1100,k,0,0,0,462247,266690
45,27,female,Israeli,1,1,ITC,neutral,5,left,15,ITC_outcome,0,undefined,0,0,20,461206,267731
45,27,female,Israeli,1,2,guess,win,5,left,15,guess_start,1922,space,0,0,20,459278,269659
45,27,female,Israeli,1,2,guess,win,5,left,15,guess_choice,1680,j,0,0,20,457593,271344
45,27,female,Israeli,1,2,guess,win,5,left,15,guess_outcome,0,undefined,0,0,40,456038,272899
45,27,female,Israeli,1,2,ITC,win,5,left,15,ITC_start,1552,space,0,0,40,454484,274453
45,27,female,Israeli,1,2,ITC,win,5,left,15,ITC_choice,2510,f,0,0,40,451972,276965
45,27,female,Israeli,1,2,ITC,win,5,left,15,ITC_wait,0,undefined,0,0,40,446969,281968
45,27,female,Israeli,1,2,ITC,win,5,left,15,ITC_collect,1196,k,0,0,40,445770,283167
45,27,female,Israeli,1,2,ITC,win,5,left,15,ITC_outcome,0,undefined,0,0,60,444764,284173
45,27,female,Israeli,1,3,guess,win,5,right,7,guess_start,1036,space,0,0,60,443726,285211
45,27,female,Israeli,1,3,guess,win,5,right,7,guess_choice,2176,j,0,0,60,441543,287394
45,27,female,Israeli,1,3,guess,win,5,right,7,guess_outcome,0,undefined,0,0,80,439985,288952
45,27,female,Israeli,1,3,ITC,win,5,right,7,ITC_start,1974,space,0,0,80,438009,290928
45,27,female,Israeli,1,3,ITC,win,5,right,7,ITC_choice,1918,j,0,0,80,436088,292849
45,27,female,Israeli,1,3,ITC,win,5,right,7,ITC_wait,0,undefined,0,0,80,431084,297853
