subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
34,MCQ,1,€54 today,€55 in 117 days,€54 today,now,7688,3399829
34,MCQ,2,€55 today,€75 in 61 days,€75 in 61 days,wait,4712,3404545
34,MCQ,3,€19 today,€25 in 53 days,€25 in 53 days,wait,3576,3408125
34,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,2916,3411045
34,MCQ,5,€14 today,€25 in 19 days,€25 in 19 days,wait,3879,3414928
34,MCQ,6,€47 today,€50 in 160 days,€47 today,now,4194,3419126
34,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,2581,3421711
34,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,2728,3424442
34,MCQ,9,€78 today,€80 in 14 days,€78 today,now,3846,3428292
34,MCQ,10,€40 today,€55 in 62 days,€55 in 62 days,wait,2450,3430745
34,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,2360,3433109
34,MCQ,12,€67 today,€75 in 119 days,€75 in 119 days,wait,2404,3435516
34,MCQ,13,€34 today,€35 in 186 days,€34 today,now,2862,3438381
34,MCQ,14,€27 today,€50 in 21 days,€50 in 21 days,wait,2359,3440744
34,MCQ,15,€69 today,€85 in 91 days,€85 in 91 days,wait,2311,3443058
34,MCQ,16,€49 today,€60 in 89 days,€60 in 89 days,wait,2865,3445926
34,MCQ,17,€80 today,€85 in 157 days,€80 today,now,4629,3450558
34,MCQ,18,€24 today,€35 in 29 days,€35 in 29 days,wait,2784,3453347
34,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,2264,3455614
34,MCQ,20,€28 today,€30 in 179 days,€28 today,now,3657,3459275
34,MCQ,21,€34 today,€50 in 30 days,€50 in 30 days,wait,2213,3461492
34,MCQ,22,€25 today,€30 in 80 days,€30 in 80 days,wait,3614,3465109
34,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,2461,3467574
34,MCQ,24,€54 today,€60 in 111 days,€60 in 111 days,wait,1880,3469458
34,MCQ,25,€54 today,€80 in 30 days,€80 in 30 days,wait,2829,3472291
34,MCQ,26,€22 today,€25 in 136 days,€22 today,now,6665,3478960
34,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,2361,3481325
