subjectID,age,gender,nationality,block_number,trial_number,trial_type,guess_outcome,delay_time,delay_pos,immediate_amount,stage,respRT,respKey,blur_count,focus_count,total_points,remaining_duration,time_elapsed
27,18,male,Belgian,1,1,guess,win,5,right,9,guess_start,2269,space,0,0,0,477730,278835
27,18,male,Belgian,1,1,guess,win,5,right,9,guess_choice,1482,f,0,0,0,476242,280323
27,18,male,Belgian,1,1,guess,win,5,right,9,guess_outcome,0,undefined,0,0,20,474681,281884
27,18,male,Belgian,1,1,ITC,win,5,right,9,ITC_start,3213,space,0,0,20,471466,285099
27,18,male,Belgian,1,1,ITC,win,5,right,9,ITC_choice,1582,j,0,0,20,469881,286684
27,18,male,Belgian,1,1,ITC,win,5,right,9,ITC_wait,0,undefined,0,0,20,464865,291700
27,18,male,Belgian,1,1,ITC,win,5,right,9,ITC_collect,1118,k,0,0,20,463744,292821
27,18,male,Belgian,1,1,ITC,win,5,right,9,ITC_outcome,0,undefined,0,0,40,462740,293825
27,18,male,Belgian,1,2,guess,win,5,left,14,guess_start,992,space,0,0,40,461744,294821
27,18,male,Belgian,1,2,guess,win,5,left,14,guess_choice,1168,j,0,0,40,460571,295994
27,18,male,Belgian,1,2,guess,win,5,left,14,guess_outcome,0,undefined,0,0,60,459008,297557
27,18,male,Belgian,1,2,ITC,win,5,left,14,ITC_start,1433,space,0,0,60,457574,298991
27,18,male,Belgian,1,2,ITC,win,5,left,14,ITC_choice,2087,j,0,0,60,455485,301080
27,18,male,Belgian,1,2,ITC,win,5,left,14,ITC_wait,0,undefined,0,0,60,455482,301083
27,18,male,Belgian,1,2,ITC,win,5,left,14,ITC_collect,3679,k,0,0,60,451802,304763
27,18,male,Belgian,1,2,ITC,win,5,left,14,ITC_outcome,0,undefined,0,0,74,450792,305773
27,18,male,Belgian,1,3,guess,neutral,5,right,9,guess_start,761,space,0,0,74,450029,306536
27,18,male,Belgian,1,3,guess,neutral,5,right,9,guess_choice,1648,j,0,0,74,448377,308188
27,18,male,Belgian,1,3,guess,neutral,5,right,9,guess_outcome,0,undefined,0,0,74,446822,309743
27,18,male,Belgian,1,3,ITC,neutral,5,right,9,ITC_start,836,space,0,0,74,445984,310581
27,18,male,Belgian,1,3,ITC,neutral,5,right,9,ITC_choice,1419,j,0,0,74,444564,312001
27,18,male,Belgian,1,3,ITC,neutral,5,right,9,ITC_wait,0,undefined,0,0,74,439554,317011
27,18,male,Belgian,1,3,ITC,neutral,5,right,9,ITC_collect,860,k,0,0,74,438692,317873
27,18,male,Belgian,1,3,ITC,neutral,5,right,9,ITC_outcome,0,undefined,0,0,94,437680,318885
27,18,male,Belgian,1,4,guess,neutral,5,left,14,guess_start,890,space,0,0,94,436789,319776
27,18,male,Belgian,1,4,guess,neutral,5,left,14,guess_choice,1232,f,0,0,94,435555,321010
27,18,male,Belgian,1,4,guess,neutral,5,left,14,guess_outcome,0,undefined,0,0,94,433998,322567
27,18,male,Belgian,1,4,ITC,neutral,5,left,14,ITC_start,585,space,0,0,94,433411,323154
27,18,male,Belgian,1,4,ITC,neutral,5,left,14,ITC_choice,1582,j,0,0,94,431827,324738
27,18,male,Belgian,1,4,ITC,neutral,5,left,14,ITC_wait,0,undefined,0,0,94,431823,324742
27,18,male,Belgian,1,4,ITC,neutral,5,left,14,ITC_collect,2972,k,0,0,94,428849,327716
27,18,male,Belgian,1,4,ITC,neutral,5,left,14,ITC_outcome,0,undefined,0,0,108,427829,328736
27,18,male,Belgian,1,5,guess,win,10,left,2,guess_start,471,space,0,0,108,427357,329208
27,18,male,Belgian,1,5,guess,win,10,left,2,guess_choice,933,f,0,0,108,426419,330146
27,18,male,Belgian,1,5,guess,win,10,left,2,guess_outcome,0,undefined,0,0,128,424858,331707
27,18,male,Belgian,1,5,ITC,win,10,left,2,ITC_start,836,space,0,0,128,424020,332545
27,18,male,Belgian,1,5,ITC,win,10,left,2,ITC_choice,1640,j,0,0,128,422379,334186
27,18,male,Belgian,1,5,ITC,win,10,left,2,ITC_wait,0,undefined,0,0,128,422376,334189
27,18,male,Belgian,1,5,ITC,win,10,left,2,ITC_collect,2609,k,0,0,128,419765,336800
27,18,male,Belgian,1,5,ITC,win,10,left,2,ITC_outcome,0,undefined,0,0,130,418748,337817
27,18,male,Belgian,1,6,guess,neutral,10,right,2,guess_start,730,space,0,0,130,418017,338548
27,18,male,Belgian,1,6,guess,neutral,10,right,2,guess_choice,978,j,0,0,130,417035,339530
27,18,male,Belgian,1,6,guess,neutral,10,right,2,guess_outcome,0,undefined,0,0,130,415472,341093
27,18,male,Belgian,1,6,ITC,neutral,10,right,2,ITC_start,654,space,0,0,130,414817,341748
27,18,male,Belgian,1,6,ITC,neutral,10,right,2,ITC_choice,1348,j,0,0,130,413467,343098
27,18,male,Belgian,1,6,ITC,neutral,10,right,2,ITC_wait,0,undefined,0,0,130,403461,353104
27,18,male,Belgian,1,6,ITC,neutral,10,right,2,ITC_collect,1000,k,0,0,130,402459,354106
27,18,male,Belgian,1,6,ITC,neutral,10,right,2,ITC_outcome,0,undefined,0,0,150,401449,355116
27,18,male,Belgian,1,7,guess,loss,10,right,4,guess_start,684,space,0,0,150,400763,355802
27,18,male,Belgian,1,7,guess,loss,10,right,4,guess_choice,842,f,0,0,150,399920,356645
27,18,male,Belgian,1,7,guess,loss,10,right,4,guess_outcome,0,undefined,0,0,135,398358,358207
27,18,male,Belgian,1,7,ITC,loss,10,right,4,ITC_start,968,space,0,0,135,397389,359176
27,18,male,Belgian,1,7,ITC,loss,10,right,4,ITC_choice,1893,j,0,0,135,395493,361072
27,18,male,Belgian,1,7,ITC,loss,10,right,4,ITC_wait,0,undefined,0,0,135,385488,371077
27,18,male,Belgian,1,7,ITC,loss,10,right,4,ITC_collect,425,k,0,0,135,385061,371504
27,18,male,Belgian,1,7,ITC,loss,10,right,4,ITC_outcome,0,undefined,0,0,155,384054,372511
27,18,male,Belgian,1,8,guess,loss,5,right,5,guess_start,653,space,0,0,155,383399,373166
27,18,male,Belgian,1,8,guess,loss,5,right,5,guess_choice,708,j,0,0,155,382686,373879
27,18,male,Belgian,1,8,guess,loss,5,right,5,guess_outcome,0,undefined,0,0,140,381124,375441
27,18,male,Belgian,1,8,ITC,loss,5,right,5,ITC_start,623,space,0,0,140,380500,376065
27,18,male,Belgian,1,8,ITC,loss,5,right,5,ITC_choice,1476,j,0,0,140,379022,377543
27,18,male,Belgian,1,8,ITC,loss,5,right,5,ITC_wait,0,undefined,0,0,140,374014,382551
27,18,male,Belgian,1,8,ITC,loss,5,right,5,ITC_collect,916,k,0,0,140,373097,383468
27,18,male,Belgian,1,8,ITC,loss,5,right,5,ITC_outcome,0,undefined,0,0,160,372084,384481
27,18,male,Belgian,1,9,guess,loss,5,left,2,guess_start,591,space,0,0,160,371491,385074
27,18,male,Belgian,1,9,guess,loss,5,left,2,guess_choice,1116,j,0,0,160,370371,386194
27,18,male,Belgian,1,9,guess,loss,5,left,2,guess_outcome,0,undefined,0,0,145,368814,387751
27,18,male,Belgian,1,9,ITC,loss,5,left,2,ITC_start,453,space,0,0,145,368359,388206
27,18,male,Belgian,1,9,ITC,loss,5,left,2,ITC_choice,1432,f,0,0,145,366926,389639
27,18,male,Belgian,1,9,ITC,loss,5,left,2,ITC_wait,0,undefined,0,0,145,361914,394651
27,18,male,Belgian,1,9,ITC,loss,5,left,2,ITC_collect,755,k,0,0,145,361157,395408
27,18,male,Belgian,1,9,ITC,loss,5,left,2,ITC_outcome,0,undefined,0,0,165,360144,396421
27,18,male,Belgian,1,10,guess,win,10,left,7,guess_start,406,space,0,0,165,359736,396829
27,18,male,Belgian,1,10,guess,win,10,left,7,guess_choice,1205,j,0,0,165,358526,398039
27,18,male,Belgian,1,10,guess,win,10,left,7,guess_outcome,0,undefined,0,0,185,356964,399601
27,18,male,Belgian,1,10,ITC,win,10,left,7,ITC_start,613,space,0,0,185,356349,400216
