subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
46,MCQ,1,€54 today,€55 in 117 days,€54 today,now,11022,3665593
46,MCQ,2,€55 today,€75 in 61 days,€75 in 61 days,wait,10241,3675836
46,MCQ,3,€19 today,€25 in 53 days,€25 in 53 days,wait,7535,3683373
46,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,3111,3686485
46,MCQ,5,€14 today,€25 in 19 days,€25 in 19 days,wait,8347,3694834
46,MCQ,6,€47 today,€50 in 160 days,€47 today,now,3816,3698652
46,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,5365,3704018
46,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,4016,3708036
46,MCQ,9,€78 today,€80 in 14 days,€78 today,now,3843,3711881
46,MCQ,10,€40 today,€55 in 62 days,€40 today,now,3707,3715590
46,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,3621,3719216
46,MCQ,12,€67 today,€75 in 119 days,€67 today,now,5474,3724692
46,MCQ,13,€34 today,€35 in 186 days,€34 today,now,3252,3727945
46,MCQ,14,€27 today,€50 in 21 days,€50 in 21 days,wait,4827,3732774
46,MCQ,15,€69 today,€85 in 91 days,€69 today,now,4224,3737000
46,MCQ,16,€49 today,€60 in 89 days,€49 today,now,10591,3747593
46,MCQ,17,€80 today,€85 in 157 days,€80 today,now,3362,3750957
46,MCQ,18,€24 today,€35 in 29 days,€24 today,now,3884,3754842
46,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,2769,3757612
46,MCQ,20,€28 today,€30 in 179 days,€28 today,now,5550,3763164
46,MCQ,21,€34 today,€50 in 30 days,€50 in 30 days,wait,8520,3771686
46,MCQ,22,€25 today,€30 in 80 days,€25 today,now,3667,3775355
46,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,3737,3779093
46,MCQ,24,€54 today,€60 in 111 days,€54 today,now,6883,3785978
46,MCQ,25,€54 today,€80 in 30 days,€80 in 30 days,wait,4478,3790458
46,MCQ,26,€22 today,€25 in 136 days,€22 today,now,13616,3804075
46,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,3996,3808073
