subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
20,MCQ,1,€54 today,€55 in 117 days,€54 today,now,6404,3750112
20,MCQ,2,€55 today,€75 in 61 days,€75 in 61 days,wait,3776,3753891
20,MCQ,3,€19 today,€25 in 53 days,€19 today,now,5227,3759120
20,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,3772,3762895
20,MCQ,5,€14 today,€25 in 19 days,€25 in 19 days,wait,7343,3770240
20,MCQ,6,€47 today,€50 in 160 days,€47 today,now,3777,3774019
20,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,7554,3781575
20,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,4240,3785817
20,MCQ,9,€78 today,€80 in 14 days,€78 today,now,3171,3788990
20,MCQ,10,€40 today,€55 in 62 days,€40 today,now,8731,3797723
20,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,3082,3800807
20,MCQ,12,€67 today,€75 in 119 days,€67 today,now,4144,3804952
20,MCQ,13,€34 today,€35 in 186 days,€34 today,now,6509,3811463
20,MCQ,14,€27 today,€50 in 21 days,€50 in 21 days,wait,2448,3813913
20,MCQ,15,€69 today,€85 in 91 days,€69 today,now,3496,3817410
20,MCQ,16,€49 today,€60 in 89 days,€49 today,now,3132,3820543
20,MCQ,17,€80 today,€85 in 157 days,€80 today,now,2399,3822944
20,MCQ,18,€24 today,€35 in 29 days,€24 today,now,3033,3825978
20,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,3054,3829033
20,MCQ,20,€28 today,€30 in 179 days,€28 today,now,3162,3832196
20,MCQ,21,€34 today,€50 in 30 days,€34 today,now,5441,3837638
20,MCQ,22,€25 today,€30 in 80 days,€25 today,now,2697,3840337
20,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,3659,3843998
20,MCQ,24,€54 today,€60 in 111 days,€54 today,now,2969,3846969
20,MCQ,25,€54 today,€80 in 30 days,€54 today,now,4407,3851377
20,MCQ,26,€22 today,€25 in 136 days,€22 today,now,3382,3854761
20,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,5026,3859789
