subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
44,MCQ,1,€54 today,€55 in 117 days,€54 today,now,8968,3228121
44,MCQ,2,€55 today,€75 in 61 days,€75 in 61 days,wait,6117,3234241
44,MCQ,3,€19 today,€25 in 53 days,€19 today,now,5712,3239955
44,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,3098,3243055
44,MCQ,5,€14 today,€25 in 19 days,€25 in 19 days,wait,4797,3247855
44,MCQ,6,€47 today,€50 in 160 days,€47 today,now,4659,3252517
44,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,3464,3255985
44,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,2434,3258421
44,MCQ,9,€78 today,€80 in 14 days,€78 today,now,4040,3262464
44,MCQ,10,€40 today,€55 in 62 days,€55 in 62 days,wait,4621,3267087
44,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,2883,3269973
44,MCQ,12,€67 today,€75 in 119 days,€67 today,now,3414,3273390
44,MCQ,13,€34 today,€35 in 186 days,€34 today,now,4600,3277992
44,MCQ,14,€27 today,€50 in 21 days,€50 in 21 days,wait,3958,3281952
44,MCQ,15,€69 today,€85 in 91 days,€69 today,now,6624,3288579
44,MCQ,16,€49 today,€60 in 89 days,€60 in 89 days,wait,2639,3291221
44,MCQ,17,€80 today,€85 in 157 days,€80 today,now,3643,3294866
44,MCQ,18,€24 today,€35 in 29 days,€35 in 29 days,wait,2816,3297685
44,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,4673,3302361
44,MCQ,20,€28 today,€30 in 179 days,€28 today,now,3051,3305416
44,MCQ,21,€34 today,€50 in 30 days,€50 in 30 days,wait,3981,3309399
44,MCQ,22,€25 today,€30 in 80 days,€25 today,now,3318,3312720
44,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,2530,3315252
44,MCQ,24,€54 today,€60 in 111 days,€54 today,now,2612,3317867
44,MCQ,25,€54 today,€80 in 30 days,€80 in 30 days,wait,3244,3321113
44,MCQ,26,€22 today,€25 in 136 days,€22 today,now,2802,3323917
44,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,3274,3327195
