subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
7,MCQ,1,€54 today,€55 in 117 days,€54 today,now,9695,3966110
7,MCQ,2,€55 today,€75 in 61 days,€55 today,now,4863,3970979
7,MCQ,3,€19 today,€25 in 53 days,€19 today,now,3796,3974779
7,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,5390,3980174
7,MCQ,5,€14 today,€25 in 19 days,€14 today,now,5949,3986127
7,MCQ,6,€47 today,€50 in 160 days,€47 today,now,3841,3989973
7,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,3681,3993659
7,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,4052,3997715
7,MCQ,9,€78 today,€80 in 14 days,€78 today,now,4563,4002282
7,MCQ,10,€40 today,€55 in 62 days,€40 today,now,3334,4005621
7,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,3110,4008735
7,MCQ,12,€67 today,€75 in 119 days,€67 today,now,2594,4011333
7,MCQ,13,€34 today,€35 in 186 days,€34 today,now,2229,4013567
7,MCQ,14,€27 today,€50 in 21 days,€27 today,now,2791,4016363
7,MCQ,15,€69 today,€85 in 91 days,€69 today,now,2615,4018983
7,MCQ,16,€49 today,€60 in 89 days,€49 today,now,2683,4021671
7,MCQ,17,€80 today,€85 in 157 days,€80 today,now,2045,4023720
7,MCQ,18,€24 today,€35 in 29 days,€24 today,now,1725,4025450
7,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,3014,4028468
7,MCQ,20,€28 today,€30 in 179 days,€28 today,now,2233,4030705
7,MCQ,21,€34 today,€50 in 30 days,€34 today,now,2580,4033290
7,MCQ,22,€25 today,€30 in 80 days,€25 today,now,1581,4034876
7,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,2187,4037066
7,MCQ,24,€54 today,€60 in 111 days,€54 today,now,2037,4039106
7,MCQ,25,€54 today,€80 in 30 days,€80 in 30 days,wait,2562,4041673
7,MCQ,26,€22 today,€25 in 136 days,€22 today,now,1946,4043622
7,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,2381,4046006
