subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
28,MCQ,1,€54 today,€55 in 117 days,€54 today,now,8463,3497662
28,MCQ,2,€55 today,€75 in 61 days,€55 today,now,5052,3502717
28,MCQ,3,€19 today,€25 in 53 days,€19 today,now,4014,3506734
28,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,3777,3510514
28,MCQ,5,€14 today,€25 in 19 days,€25 in 19 days,wait,6002,3516517
28,MCQ,6,€47 today,€50 in 160 days,€47 today,now,4342,3520862
28,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,3285,3524150
28,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,2722,3526875
28,MCQ,9,€78 today,€80 in 14 days,€78 today,now,3090,3529967
28,MCQ,10,€40 today,€55 in 62 days,€40 today,now,3367,3533337
28,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,3067,3536406
28,MCQ,12,€67 today,€75 in 119 days,€67 today,now,2819,3539228
28,MCQ,13,€34 today,€35 in 186 days,€34 today,now,3168,3542399
28,MCQ,14,€27 today,€50 in 21 days,€50 in 21 days,wait,2811,3545212
28,MCQ,15,€69 today,€85 in 91 days,€69 today,now,3130,3548344
28,MCQ,16,€49 today,€60 in 89 days,€49 today,now,3927,3552274
28,MCQ,17,€80 today,€85 in 157 days,€80 today,now,2769,3555045
28,MCQ,18,€24 today,€35 in 29 days,€24 today,now,4602,3559649
28,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,2891,3562543
28,MCQ,20,€28 today,€30 in 179 days,€28 today,now,2810,3565356
28,MCQ,21,€34 today,€50 in 30 days,€50 in 30 days,wait,2999,3568357
28,MCQ,22,€25 today,€30 in 80 days,€25 today,now,3006,3571364
28,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,2870,3574237
28,MCQ,24,€54 today,€60 in 111 days,€54 today,now,2943,3577183
28,MCQ,25,€54 today,€80 in 30 days,€80 in 30 days,wait,2974,3580159
28,MCQ,26,€22 today,€25 in 136 days,€22 today,now,4397,3584558
28,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,3304,3587866
