subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
24,MCQ,1,€54 today,€55 in 117 days,€54 today,now,7599,3368384
24,MCQ,2,€55 today,€75 in 61 days,€55 today,now,4766,3373156
24,MCQ,3,€19 today,€25 in 53 days,€19 today,now,3100,3376261
24,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,2693,3378958
24,MCQ,5,€14 today,€25 in 19 days,€25 in 19 days,wait,3316,3382277
24,MCQ,6,€47 today,€50 in 160 days,€47 today,now,3172,3385454
24,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,1943,3387402
24,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,1784,3389189
24,MCQ,9,€78 today,€80 in 14 days,€78 today,now,3044,3392239
24,MCQ,10,€40 today,€55 in 62 days,€40 today,now,2765,3395008
24,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,2143,3397155
24,MCQ,12,€67 today,€75 in 119 days,€67 today,now,3284,3400443
24,MCQ,13,€34 today,€35 in 186 days,€34 today,now,2565,3403011
24,MCQ,14,€27 today,€50 in 21 days,€50 in 21 days,wait,1673,3404689
24,MCQ,15,€69 today,€85 in 91 days,€85 in 91 days,wait,2813,3407506
24,MCQ,16,€49 today,€60 in 89 days,€60 in 89 days,wait,5286,3412798
24,MCQ,17,€80 today,€85 in 157 days,€80 today,now,2205,3415008
24,MCQ,18,€24 today,€35 in 29 days,€35 in 29 days,wait,2671,3417681
24,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,1393,3419078
24,MCQ,20,€28 today,€30 in 179 days,€28 today,now,3350,3422431
24,MCQ,21,€34 today,€50 in 30 days,€50 in 30 days,wait,1830,3424266
24,MCQ,22,€25 today,€30 in 80 days,€30 in 80 days,wait,1934,3426206
24,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,2023,3428232
24,MCQ,24,€54 today,€60 in 111 days,€54 today,now,2598,3430835
24,MCQ,25,€54 today,€80 in 30 days,€80 in 30 days,wait,2013,3432854
24,MCQ,26,€22 today,€25 in 136 days,€22 today,now,1743,3434601
24,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,1984,3436589
