subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
5,MCQ,1,€54 today,€55 in 117 days,€54 today,now,9372,3313190
5,MCQ,2,€55 today,€75 in 61 days,€75 in 61 days,wait,13057,3326254
5,MCQ,3,€19 today,€25 in 53 days,€19 today,now,10226,3336486
5,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,4366,3340859
5,MCQ,5,€14 today,€25 in 19 days,€25 in 19 days,wait,4429,3345294
5,MCQ,6,€47 today,€50 in 160 days,€47 today,now,3473,3348774
5,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,4991,3353772
5,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,2569,3356348
5,MCQ,9,€78 today,€80 in 14 days,€80 in 14 days,wait,4429,3360783
5,MCQ,10,€40 today,€55 in 62 days,€55 in 62 days,wait,5214,3366004
5,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,2056,3368066
5,MCQ,12,€67 today,€75 in 119 days,€67 today,now,3555,3371628
5,MCQ,13,€34 today,€35 in 186 days,€34 today,now,2402,3374036
5,MCQ,14,€27 today,€50 in 21 days,€50 in 21 days,wait,3564,3377606
5,MCQ,15,€69 today,€85 in 91 days,€69 today,now,3664,3381276
5,MCQ,16,€49 today,€60 in 89 days,€49 today,now,3779,3385062
5,MCQ,17,€80 today,€85 in 157 days,€80 today,now,2398,3387466
5,MCQ,18,€24 today,€35 in 29 days,€35 in 29 days,wait,2864,3390336
5,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,2659,3393002
5,MCQ,20,€28 today,€30 in 179 days,€28 today,now,2426,3395434
5,MCQ,21,€34 today,€50 in 30 days,€50 in 30 days,wait,2448,3397888
5,MCQ,22,€25 today,€30 in 80 days,€25 today,now,3744,3401638
5,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,1961,3403604
5,MCQ,24,€54 today,€60 in 111 days,€54 today,now,4756,3408366
5,MCQ,25,€54 today,€80 in 30 days,€80 in 30 days,wait,1794,3410166
5,MCQ,26,€22 today,€25 in 136 days,€22 today,now,3955,3414126
5,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,2380,3416512
