subjectID,age,gender,nationality,block_number,trial_number,trial_type,guess_outcome,delay_time,delay_pos,immediate_amount,stage,respRT,respKey,blur_count,focus_count,total_points,remaining_duration,time_elapsed
49,18,male,Belgium,1,1,guess,win,10,left,4,guess_start,1508,space,0,0,0,478490,314748
49,18,male,Belgium,1,1,guess,win,10,left,4,guess_choice,1414,f,0,0,0,477070,316168
49,18,male,Belgium,1,1,guess,win,10,left,4,guess_outcome,0,undefined,0,0,20,475509,317729
49,18,male,Belgium,1,1,ITC,win,10,left,4,ITC_start,1920,space,0,0,20,473585,319653
49,18,male,Belgium,1,1,ITC,win,10,left,4,ITC_choice,1843,f,0,0,20,471739,321499
49,18,male,Belgium,1,1,ITC,win,10,left,4,ITC_wait,0,undefined,0,0,20,461727,331511
49,18,male,Belgium,1,1,ITC,win,10,left,4,ITC_collect,1014,k,0,0,20,460712,332526
49,18,male,Belgium,1,1,ITC,win,10,left,4,ITC_outcome,0,undefined,0,0,40,459692,333546
49,18,male,Belgium,1,2,guess,neutral,10,left,8,guess_start,859,space,0,0,40,458828,334410
49,18,male,Belgium,1,2,guess,neutral,10,left,8,guess_choice,1038,j,0,0,40,457789,335449
49,18,male,Belgium,1,2,guess,neutral,10,left,8,guess_outcome,0,undefined,0,0,40,456228,337010
49,18,male,Belgium,1,2,ITC,neutral,10,left,8,ITC_start,1007,space,0,0,40,455219,338019
49,18,male,Belgium,1,2,ITC,neutral,10,left,8,ITC_choice,1637,f,0,0,40,453579,339659
49,18,male,Belgium,1,2,ITC,neutral,10,left,8,ITC_wait,0,undefined,0,0,40,443568,349670
49,18,male,Belgium,1,2,ITC,neutral,10,left,8,ITC_collect,1151,k,0,0,40,442416,350822
49,18,male,Belgium,1,2,ITC,neutral,10,left,8,ITC_outcome,0,undefined,0,0,60,441411,351827
49,18,male,Belgium,1,3,guess,neutral,5,left,8,guess_start,893,space,0,0,60,440516,352722
49,18,male,Belgium,1,3,guess,neutral,5,left,8,guess_choice,970,f,0,0,60,439544,353694
49,18,male,Belgium,1,3,guess,neutral,5,left,8,guess_outcome,0,undefined,0,0,60,437991,355247
49,18,male,Belgium,1,3,ITC,neutral,5,left,8,ITC_start,863,space,0,0,60,437126,356112
49,18,male,Belgium,1,3,ITC,neutral,5,left,8,ITC_choice,1269,f,0,0,60,435854,357384
49,18,male,Belgium,1,3,ITC,neutral,5,left,8,ITC_wait,0,undefined,0,0,60,430849,362389
49,18,male,Belgium,1,3,ITC,neutral,5,left,8,ITC_collect,1387,k,0,0,60,429459,363779
49,18,male,Belgium,1,3,ITC,neutral,5,left,8,ITC_outcome,0,undefined,0,0,80,428446,364792
49,18,male,Belgium,1,4,guess,neutral,10,right,4,guess_start,802,space,0,0,80,427641,365597
49,18,male,Belgium,1,4,guess,neutral,10,right,4,guess_choice,1226,j,0,0,80,426411,366827
49,18,male,Belgium,1,4,guess,neutral,10,right,4,guess_outcome,0,undefined,0,0,80,424855,368383
49,18,male,Belgium,1,4,ITC,neutral,10,right,4,ITC_start,708,space,0,0,80,424144,369094
49,18,male,Belgium,1,4,ITC,neutral,10,right,4,ITC_choice,1183,j,0,0,80,422956,370282
49,18,male,Belgium,1,4,ITC,neutral,10,right,4,ITC_wait,0,undefined,0,0,80,412944,380294
49,18,male,Belgium,1,4,ITC,neutral,10,right,4,ITC_collect,961,k,0,0,80,411981,381257
49,18,male,Belgium,1,4,ITC,neutral,10,right,4,ITC_outcome,0,undefined,0,0,100,410969,382269
49,18,male,Belgium,1,5,guess,neutral,5,right,1,guess_start,830,space,0,0,100,410137,383101
49,18,male,Belgium,1,5,guess,neutral,5,right,1,guess_choice,801,j,0,0,100,409330,383908
49,18,male,Belgium,1,5,guess,neutral,5,right,1,guess_outcome,0,undefined,0,0,100,407762,385476
49,18,male,Belgium,1,5,ITC,neutral,5,right,1,ITC_start,834,space,0,0,100,406926,386312
49,18,male,Belgium,1,5,ITC,neutral,5,right,1,ITC_choice,1230,j,0,0,100,405695,387543
49,18,male,Belgium,1,5,ITC,neutral,5,right,1,ITC_wait,0,undefined,0,0,100,400684,392554
49,18,male,Belgium,1,5,ITC,neutral,5,right,1,ITC_collect,660,k,0,0,100,400023,393215
49,18,male,Belgium,1,5,ITC,neutral,5,right,1,ITC_outcome,0,undefined,0,0,120,399014,394224
49,18,male,Belgium,1,6,guess,loss,10,left,6,guess_start,423,space,0,0,120,398589,394649
49,18,male,Belgium,1,6,guess,loss,10,left,6,guess_choice,1198,j,0,0,120,397386,395852
49,18,male,Belgium,1,6,guess,loss,10,left,6,guess_outcome,0,undefined,0,0,105,395821,397417
49,18,male,Belgium,1,6,ITC,loss,10,left,6,ITC_start,714,space,0,0,105,395106,398132
49,18,male,Belgium,1,6,ITC,loss,10,left,6,ITC_choice,1655,f,0,0,105,393450,399788
49,18,male,Belgium,1,6,ITC,loss,10,left,6,ITC_wait,0,undefined,0,0,105,383435,409803
49,18,male,Belgium,1,6,ITC,loss,10,left,6,ITC_collect,954,k,0,0,105,382477,410761
49,18,male,Belgium,1,6,ITC,loss,10,left,6,ITC_outcome,0,undefined,0,0,125,381464,411774
49,18,male,Belgium,1,7,guess,neutral,5,left,13,guess_start,665,space,0,0,125,380797,412441
49,18,male,Belgium,1,7,guess,neutral,5,left,13,guess_choice,856,f,0,0,125,379937,413301
49,18,male,Belgium,1,7,guess,neutral,5,left,13,guess_outcome,0,undefined,0,0,125,378376,414862
49,18,male,Belgium,1,7,ITC,neutral,5,left,13,ITC_start,829,space,0,0,125,377545,415693
49,18,male,Belgium,1,7,ITC,neutral,5,left,13,ITC_choice,1637,j,0,0,125,375905,417333
49,18,male,Belgium,1,7,ITC,neutral,5,left,13,ITC_wait,0,undefined,0,0,125,375902,417336
49,18,male,Belgium,1,7,ITC,neutral,5,left,13,ITC_collect,1378,k,0,0,125,374523,418715
49,18,male,Belgium,1,7,ITC,neutral,5,left,13,ITC_outcome,0,undefined,0,0,138,373507,419731
