subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
33,MCQ,1,€54 today,€55 in 117 days,€54 today,now,4892,3447493
33,MCQ,2,€55 today,€75 in 61 days,€75 in 61 days,wait,7392,3454892
33,MCQ,3,€19 today,€25 in 53 days,€19 today,now,3872,3458770
33,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,2835,3461610
33,MCQ,5,€14 today,€25 in 19 days,€25 in 19 days,wait,3119,3464734
33,MCQ,6,€47 today,€50 in 160 days,€47 today,now,2851,3467591
33,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,4246,3471843
33,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,2225,3474074
33,MCQ,9,€78 today,€80 in 14 days,€78 today,now,3304,3477384
33,MCQ,10,€40 today,€55 in 62 days,€55 in 62 days,wait,2663,3480053
33,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,1918,3481977
33,MCQ,12,€67 today,€75 in 119 days,€67 today,now,2599,3484581
33,MCQ,13,€34 today,€35 in 186 days,€34 today,now,2429,3487015
33,MCQ,14,€27 today,€50 in 21 days,€50 in 21 days,wait,2234,3489255
33,MCQ,15,€69 today,€85 in 91 days,€85 in 91 days,wait,3354,3492613
33,MCQ,16,€49 today,€60 in 89 days,€60 in 89 days,wait,2940,3495559
33,MCQ,17,€80 today,€85 in 157 days,€80 today,now,2380,3497944
33,MCQ,18,€24 today,€35 in 29 days,€35 in 29 days,wait,1844,3499794
33,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,2064,3501862
33,MCQ,20,€28 today,€30 in 179 days,€28 today,now,2379,3504247
33,MCQ,21,€34 today,€50 in 30 days,€50 in 30 days,wait,2624,3506877
33,MCQ,22,€25 today,€30 in 80 days,€25 today,now,2664,3509546
33,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,1747,3511299
33,MCQ,24,€54 today,€60 in 111 days,€54 today,now,2721,3514025
33,MCQ,25,€54 today,€80 in 30 days,€80 in 30 days,wait,2883,3516914
33,MCQ,26,€22 today,€25 in 136 days,€22 today,now,3151,3520070
33,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,1837,3521912
