subjectID,age,gender,nationality,block_number,trial_number,trial_type,guess_outcome,delay_time,delay_pos,immediate_amount,stage,respRT,respKey,blur_count,focus_count,total_points,remaining_duration,time_elapsed
16,18,female,Nederlands,1,1,guess,win,5,left,10,guess_start,3477,space,0,0,0,476520,269857
16,18,female,Nederlands,1,1,guess,win,5,left,10,guess_choice,2160,j,0,0,0,474340,272037
16,18,female,Nederlands,1,1,guess,win,5,left,10,guess_outcome,0,undefined,0,0,20,472771,273606
16,18,female,Nederlands,1,1,ITC,win,5,left,10,ITC_start,2086,space,0,0,20,470680,275697
16,18,female,Nederlands,1,1,ITC,win,5,left,10,ITC_choice,2826,f,0,0,20,467849,278528
16,18,female,Nederlands,1,1,ITC,win,5,left,10,ITC_wait,0,undefined,0,0,20,462841,283536
16,18,female,Nederlands,1,1,ITC,win,5,left,10,ITC_collect,1736,k,0,0,20,461098,285279
16,18,female,Nederlands,1,1,ITC,win,5,left,10,ITC_outcome,0,undefined,0,0,40,460081,286296
16,18,female,Nederlands,1,2,guess,neutral,5,right,13,guess_start,1583,space,0,0,40,458489,287888
16,18,female,Nederlands,1,2,guess,neutral,5,right,13,guess_choice,834,f,0,0,40,457639,288738
16,18,female,Nederlands,1,2,guess,neutral,5,right,13,guess_outcome,0,undefined,0,0,40,456071,290306
16,18,female,Nederlands,1,2,ITC,neutral,5,right,13,ITC_start,1319,space,0,0,40,454749,291628
16,18,female,Nederlands,1,2,ITC,neutral,5,right,13,ITC_choice,2115,j,0,0,40,452629,293748
16,18,female,Nederlands,1,2,ITC,neutral,5,right,13,ITC_wait,0,undefined,0,0,40,447623,298754
16,18,female,Nederlands,1,2,ITC,neutral,5,right,13,ITC_collect,1551,k,0,0,40,446068,300309
16,18,female,Nederlands,1,2,ITC,neutral,5,right,13,ITC_outcome,0,undefined,0,0,60,445051,301326
16,18,female,Nederlands,1,3,guess,win,5,right,1,guess_start,798,space,0,0,60,444247,302130
16,18,female,Nederlands,1,3,guess,win,5,right,1,guess_choice,1446,f,0,0,60,442790,303587
16,18,female,Nederlands,1,3,guess,win,5,right,1,guess_outcome,0,undefined,0,0,80,441226,305151
16,18,female,Nederlands,1,3,ITC,win,5,right,1,ITC_start,1574,space,0,0,80,439650,306727
16,18,female,Nederlands,1,3,ITC,win,5,right,1,ITC_choice,1428,f,0,0,80,438218,308159
16,18,female,Nederlands,1,3,ITC,win,5,right,1,ITC_wait,0,undefined,0,0,80,438211,308166
16,18,female,Nederlands,1,3,ITC,win,5,right,1,ITC_collect,1884,k,0,0,80,436318,310059
16,18,female,Nederlands,1,3,ITC,win,5,right,1,ITC_outcome,0,undefined,0,0,81,435307,311070
16,18,female,Nederlands,1,4,guess,loss,5,right,14,guess_start,1165,space,0,0,81,434139,312238
16,18,female,Nederlands,1,4,guess,loss,5,right,14,guess_choice,1790,j,0,0,81,432339,314038
16,18,female,Nederlands,1,4,guess,loss,5,right,14,guess_outcome,0,undefined,0,0,66,430776,315601
16,18,female,Nederlands,1,4,ITC,loss,5,right,14,ITC_start,1033,space,0,0,66,429739,316638
16,18,female,Nederlands,1,4,ITC,loss,5,right,14,ITC_choice,1816,f,0,0,66,427918,318459
16,18,female,Nederlands,1,4,ITC,loss,5,right,14,ITC_wait,0,undefined,0,0,66,427913,318464
