subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
15,MCQ,1,€54 today,€55 in 117 days,€54 today,now,4034,3168797
15,MCQ,2,€55 today,€75 in 61 days,€75 in 61 days,wait,3008,3171810
15,MCQ,3,€19 today,€25 in 53 days,€25 in 53 days,wait,1995,3173809
15,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,2014,3175827
15,MCQ,5,€14 today,€25 in 19 days,€25 in 19 days,wait,2923,3178753
15,MCQ,6,€47 today,€50 in 160 days,€47 today,now,3231,3181988
15,MCQ,7,€15 today,€35 in 13 days,€35 in 13 days,wait,1871,3183863
15,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,1951,3185818
15,MCQ,9,€78 today,€80 in 14 days,€78 today,now,2362,3188183
15,MCQ,10,€40 today,€55 in 62 days,€55 in 62 days,wait,2130,3190316
15,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,1732,3192051
15,MCQ,12,€67 today,€75 in 119 days,€67 today,now,2744,3194799
15,MCQ,13,€34 today,€35 in 186 days,€34 today,now,2343,3197146
15,MCQ,14,€27 today,€50 in 21 days,€50 in 21 days,wait,2609,3199759
15,MCQ,15,€69 today,€85 in 91 days,€85 in 91 days,wait,2445,3202207
15,MCQ,16,€49 today,€60 in 89 days,€60 in 89 days,wait,3762,3205972
15,MCQ,17,€80 today,€85 in 157 days,€85 in 157 days,wait,2135,3208112
15,MCQ,18,€24 today,€35 in 29 days,€35 in 29 days,wait,4179,3212294
15,MCQ,19,€33 today,€80 in 14 days,€80 in 14 days,wait,1459,3213757
15,MCQ,20,€28 today,€30 in 179 days,€28 today,now,2791,3216552
15,MCQ,21,€34 today,€50 in 30 days,€50 in 30 days,wait,1859,3218414
15,MCQ,22,€25 today,€30 in 80 days,€30 in 80 days,wait,2607,3221024
15,MCQ,23,€41 today,€75 in 20 days,€75 in 20 days,wait,1474,3222501
15,MCQ,24,€54 today,€60 in 111 days,€54 today,now,2142,3224646
15,MCQ,25,€54 today,€80 in 30 days,€80 in 30 days,wait,1687,3226337
15,MCQ,26,€22 today,€25 in 136 days,€25 in 136 days,wait,2333,3228672
15,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,2463,3231139
