subjectID,task,number,now,delayed,selected,choice,rt,time_elapsed
26,MCQ,1,€54 today,€55 in 117 days,€54 today,now,4646,5847884
26,MCQ,2,€55 today,€75 in 61 days,€55 today,now,2127,5850017
26,MCQ,3,€19 today,€25 in 53 days,€19 today,now,2404,5852427
26,MCQ,4,€31 today,€85 in 7 days,€85 in 7 days,wait,1879,5854312
26,MCQ,5,€14 today,€25 in 19 days,€14 today,now,2725,5857041
26,MCQ,6,€47 today,€50 in 160 days,€47 today,now,1889,5858935
26,MCQ,7,€15 today,€35 in 13 days,€15 today,now,22832,5881773
26,MCQ,8,€25 today,€60 in 14 days,€60 in 14 days,wait,2555,5884334
26,MCQ,9,€78 today,€80 in 14 days,€78 today,now,6584,5890923
26,MCQ,10,€40 today,€55 in 62 days,€40 today,now,1976,5892906
26,MCQ,11,€11 today,€30 in 7 days,€30 in 7 days,wait,2411,5895322
26,MCQ,12,€67 today,€75 in 119 days,€67 today,now,1735,5897062
26,MCQ,13,€34 today,€35 in 186 days,€34 today,now,3771,5900840
26,MCQ,14,€27 today,€50 in 21 days,€27 today,now,1654,5902499
26,MCQ,15,€69 today,€85 in 91 days,€69 today,now,1509,5904014
26,MCQ,16,€49 today,€60 in 89 days,€49 today,now,1693,5905712
26,MCQ,17,€80 today,€85 in 157 days,€80 today,now,2306,5908024
26,MCQ,18,€24 today,€35 in 29 days,€24 today,now,2822,5910852
26,MCQ,19,€33 today,€80 in 14 days,€33 today,now,5013,5915870
26,MCQ,20,€28 today,€30 in 179 days,€28 today,now,1935,5917811
26,MCQ,21,€34 today,€50 in 30 days,€34 today,now,1461,5919277
26,MCQ,22,€25 today,€30 in 80 days,€25 today,now,1767,5921049
26,MCQ,23,€41 today,€75 in 20 days,€41 today,now,2846,5923900
26,MCQ,24,€54 today,€60 in 111 days,€54 today,now,3039,5926945
26,MCQ,25,€54 today,€80 in 30 days,€54 today,now,1444,5928395
26,MCQ,26,€22 today,€25 in 136 days,€22 today,now,1234,5929635
26,MCQ,27,€20 today,€55 in 7 days,€55 in 7 days,wait,2467,5932109
